User stories,  KR1 Atomiškumas,  KR2 Pilnumas,  KR3 Dviprasmiškumas
Aš  kaip verslo klientas  noriu gauti įspėjimus apie nesumokėtas sąskaitas  kad galėčiau greitai susisiekti su klientais,1,1,1
Aš  kaip verslo klientas  noriu pridėti ir tvarkyti prekių katalogą mobilioje programėlėje  kad klientai matytų aktualią informaciją,1,1,1
Aš  kaip verslo klientas  noriu sukurti lojalumo programą mobilioje programėlėje  kad pritraukčiau daugiau klientų,1,1,1
Aš  kaip verslo klientas  noriu generuoti sąskaitas ir siųsti jas klientams tiesiai iš sistemos  kad sutaupytume laiko,0,1,1
Aš  kaip verslo klientas  noriu matyti kiekvieno darbuotojo pardavimų rezultatus  kad galėčiau skatinti jų produktyvumą,1,1,1
Aš  kaip verslo klientas  noriu matyti visas klientų užsakymų istorijas  kad galėčiau pasiūlyti personalizuotas paslaugas,1,1,1
Aš  kaip verslo klientas  noriu  kad klientai galėtų sekti savo užsakymų būseną mobilioje programėlėje  kad sumažintume klausimų kiekį,1,1,1
Aš  kaip verslo klientas  noriu gauti ataskaitas apie populiariausias prekes  kad optimizuočiau pasiūlą,1,1,0
Aš  kaip transporto vadybininkas  noriu planuoti vilkikų pristatymo maršrutus sistemoje  kad optimizuoti logistiką,1,1,1
Aš  kaip verslo klientas  noriu nustatyti automatinio priminimo funkciją klientams  kad jie laiku sumokėtų už prekes,1,1,1
Aš  kaip verslo klientas  noriu integruoti mokėjimo sprendimus į mobilią programėlę  kad klientams būtų patogiau atsiskaityti,1,1,1
Aš  kaip verslo klientas  noriu matyti mobilios programėlės atsisiuntimo statiską kad galėčiau žinoti jos populiarumą,1,1,1
Aš  kaip verslo klientas  noriu  kad sistema automatiškai pasiūlytų papildomas prekes pagal klientų užsakymus  kad padidinčiau pardavimus,1,1,1
Aš  kaip verslo klientas  noriu matyti mėnesio veiklos ataskaitas  kad galėčiau planuoti verslo strategijas,1,1,1
Aš kaip mobilios programėlės vartotojas noriu užsiprenumeruoti naujienlaiškį kad gaučiau naujienas apie naujas paslaugas ar funkcijas,0,1,1
Aš kaip mobilios programėlės vartotojas noriu pasirinkti ir keisti programėlės kalbą kad ji būtų patogesnė naudoti,0,1,0
Aš  kaip transporto vadybininkas  noriu matyti vilkikų vietą realiu laiku  kad galėčiau stebėti jų judėjimą ir laikytis pristatymo terminų,0,1,0
Aš  kaip transporto vadybininkas  noriu turėti galimybę sudaryti vairuotojams tvarkaraščius  sistemoje  kad jie žinotų  kada turi vykti,1,1,1
Aš  kaip transporto vadybininkas  noriu gauti įspėjimus apie vilkikų techninės priežiūros poreikį  kad išvengčiau gedimų kelyje,1,1,1
Aš  kaip transporto vadybininkas  noriu paskirstyti krovinius vilkikams pagal jų talpą ir svorio limitus  kad efektyviai išnaudočiau transportą,0,1,1
Aš  kaip transporto vadybininkas  noriu matyti vairuotojų darbo valandas  kad užtikrinčiau  jog jie laikosi reglamentų,1,1,1
Aš  kaip transporto vadybininkas  noriu įvesti krovinių pristatymo prioritetus sistemoje  kad svarbiausi kroviniai būtų pristatyti laiku,1,1,1
Aš  kaip transporto vadybininkas  noriu gauti pranešimus apie eismo kliūtis ar oro sąlygas  kad galėčiau operatyviai koreguoti maršrutus,0,1,1
Aš  kaip transporto vadybininkas  noriu bendrauti su vilkikų vairuotojais per integruotą žinučių sistemą  kad greitai spręsčiau problemas,1,1,1
Aš  kaip transporto vadybininkas  noriu turėti galimybę analizuoti pristatymo ataskaitas sistemoje  kad galėčiau įvertinti efektyvumą ir tobulinti procesus,0,1,1
Aš  kaip transporto vadybininkas  noriu matyti krovinių iškrovimo vietas žemėlapyje  kad galėčiau sudaryti optimalius maršrutus,1,1,1
Aš  kaip transporto vadybininkas  noriu stebėti kuro sąnaudas kiekvienam vilkikui  kad galėčiau analizuoti transporto išlaidas,1,1,1
Aš  kaip transporto vadybininkas noriu gauti automatinį įspėjimą  jei vairuotojas nukrypsta nuo nustatyto maršruto kad galėčiau užtikrinti krovinio saugumą,1,1,1
Aš  kaip reklamų vadybininkas  noriu sistemoje nustatyti savaitės ar mėnesio prekes su nuolaida  kad padidinčiau jų pardavimus,0,1,1
Aš  kaip reklamų vadybininkas  noriu analizuoti lojalumo programos naudotojų elgesio duomenis  kad galėčiau kurti efektyvesnes reklamas,1,1,1
Aš  kaip reklamų vadybininkas  noriu sukurti mobilios programėlės pranešimus apie riboto laiko pasiūlymus  kad padidinčiau klientų srautą degalinėje,1,1,1
Aš  kaip reklamų vadybininkas  noriu sistemoje sudaryti lojalumo taškų kaupimo  taisykles  kad paskatinčiau dažnesnius apsilankymus,1,1,1
Aš  kaip reklamų vadybininkas  noriu reklamuoti partnerių paslaugas degalinėje  kad išplėsčiau siūlomų paslaugų spektrą ir padidinčiau klientų lojalumą,0,1,1
Aš  kaip sistemų administratorius  noriu naudoti prieigos valdymo įrankius  kad galėčiau užtikrinti saugų vartotojų prieigą prie sistemų,1,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų valdymo įrankius  kad galėčiau efektyviai tvarkyti ir saugoti duomenis,0,1,1
Aš  kaip projektų vadovas  noriu stebėti projekto eigą realiu laiku  kad galėčiau greitai reaguoti į pokyčius,1,1,1
Aš  kaip programuotojas  noriu turėti prieigą prie versijų kontrolės sistemos  kad galėčiau sekti kodo pakeitimus,1,1,1
Aš  kaip testuotojas  noriu automatizuoti testavimo procesus  kad galėčiau greičiau aptikti klaidas,1,1,1
Aš  kaip sistemų administratorius  noriu stebėti serverių būklę  kad galėčiau užtikrinti jų veikimą be trikdžių,1,1,1
Aš  kaip verslo analitikas  noriu rinkti ir analizuoti vartotojų poreikius  kad galėčiau kurti tinkamus sprendimus,0,1,1
Aš  kaip projektų vadovas  noriu planuoti resursus  kad galėčiau efektyviai paskirstyti darbą komandoje,1,1,1
Aš  kaip programuotojas  noriu naudoti integruotą kūrimo aplinką (IDE)  kad galėčiau greičiau rašyti ir testuoti kodą,0,1,1
Aš  kaip testuotojas  noriu kurti testavimo scenarijus  kad galėčiau patikrinti visus sistemos funkcionalumus,1,1,1
Aš  kaip sistemų administratorius  noriu automatizuoti atsarginių kopijų kūrimą  kad galėčiau užtikrinti duomenų saugumą,1,1,1
Aš  kaip verslo analitikas  noriu kurti ataskaitas  kad galėčiau pristatyti projekto eigą suinteresuotoms šalims,1,1,1
Aš  kaip projektų vadovas  noriu naudoti projektų valdymo įrankius  kad galėčiau sekti užduočių vykdymą,1,1,1
Aš  kaip programuotojas  noriu naudoti kodo peržiūros įrankius  kad galėčiau užtikrinti kodo kokybę,1,1,1
Aš  kaip testuotojas  noriu naudoti klaidų sekimo sistemą  kad galėčiau registruoti ir sekti klaidas,0,1,1
Aš  kaip sistemų administratorius  noriu stebėti tinklo srautą  kad galėčiau aptikti ir spręsti problemas,0,1,1
Aš  kaip verslo analitikas noriu naudoti duomenų vizualizacijos įrankius,1,0,1
Aš  kaip projektų vadovas  noriu organizuoti reguliarius susitikimus  kad galėčiau aptarti projekto eigą su komanda,1,1,1
Aš kaip programuotojas  noriu naudoti bibliotekas ir modulius  kad galėčiau greičiau kurti funkcionalumą,0,1,1
Aš  kaip testuotojas  noriu naudoti testavimo automatizavimo įrankius  kad galėčiau efektyviau atlikti testus,1,1,1
Aš  kaip sistemų administratorius  noriu stebėti saugumo įvykius  kad galėčiau užkirsti kelią grėsmėms,1,1,1
Aš  kaip verslo analitikas  noriu atlikti rinkos tyrimus  kad galėčiau suprasti konkurencinę aplinką,1,1,1
Aš  kaip projektų vadovas  noriu naudoti rizikos valdymo įrankius  kad galėčiau identifikuoti ir valdyti rizikas,0,1,1
Aš  kaip programuotojas  noriu naudoti kodo dokumentavimo įrankius  kad galėčiau aiškiai aprašyti kodo funkcionalumą,1,1,1
Aš  kaip testuotojas  noriu naudoti našumo testavimo įrankius  kad galėčiau patikrinti sistemos veikimą esant apkrovai,1,1,1
Aš  kaip sistemų administratorius  noriu naudoti debesų kompiuterijos paslaugas,1,0,1
Aš  kaip verslo analitikas  noriu naudoti duomenų analizės įrankius  kad galėčiau priimti pagrįstus sprendimus,1,1,1
Aš kaip projektų vadovas  noriu naudoti komunikacijos įrankius  kad galėčiau palaikyti ryšį su komanda,1,1,1
Aš  kaip programuotojas  noriu naudoti testavimo bibliotekas  kad galėčiau rašyti vienetinius testus,1,1,1
Aš  kaip testuotojas  noriu naudoti regresijos testavimo įrankius  kad galėčiau patikrinti  ar nauji pakeitimai nepažeidžia esamo funkcionalumo,0,1,1
Aš  kaip sistemų administratorius  noriu naudoti virtualizacijos įrankius  kad galėčiau efektyviau valdyti serverius,1,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų gavybos įrankius  kad galėčiau atrasti naudingą informaciją iš didelių duomenų rinkinių,1,1,1
Aš  kaip projektų vadovas  noriu naudoti laiko sekimo įrankius  kad galėčiau stebėti projekto užduočių vykdymo laiką,1,1,1
Aš  kaip programuotojas  noriu naudoti kodo refaktoringo įrankius  kad galėčiau pagerinti kodo kokybę,1,1,1
Aš  kaip testuotojas  noriu naudoti saugumo testavimo įrankius  kad galėčiau aptikti saugumo spragas,1,1,1
Aš  kaip sistemų administratorius  noriu naudoti atsarginių kopijų atkūrimo įrankius  kad galėčiau greitai atkurti duomenis,1,1,1
Aš  kaip verslo analitikas  noriu naudoti verslo procesų modeliavimą  kad galėčiau optimizuoti ir pagerinti verslo procesus,1,1,1
Aš  kaip projektų vadovas  noriu naudoti projekto biudžeto valdymo įrankius,1,0,1
Aš  kaip programuotojas  noriu naudoti kodo analizės įrankius  kad galėčiau aptikti klaidas ir pažeidžiamumus,1,1,1
Aš  kaip testuotojas  noriu naudoti vartotojo sąsajos testavimo įrankius  kad galėčiau patikrinti vartotojo patirtį,1,1,1
Aš  kaip sistemų administratorius  noriu naudoti tinklo stebėjimo įrankius  kad galėčiau aptikti ir spręsti tinklo problemas,0,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų kokybės valdymo įrankius  kad galėčiau užtikrinti duomenų tikslumą,1,1,1
Aš  kaip projektų vadovas  noriu naudoti projekto dokumentacijos įrankius  kad galėčiau tvarkingai saugoti visą projekto informaciją,1,1,1
Aš  kaip programuotojas  noriu naudoti kodo generavimo įrankius  kad galėčiau greičiau kurti kodo šablonus,1,1,1
Aš  kaip testuotojas  noriu naudoti apkrovos testavimo įrankius  kad galėčiau patikrinti sistemos veikimą esant dideliam vartotojų skaičiui,1,1,1
Aš  kaip sistemų administratorius  noriu naudoti konfigūracijos valdymo įrankius  kad galėčiau efektyviau valdyti sistemų nustatymus,1,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų integracijos įrankius  kad galėčiau sujungti duomenis iš skirtingų šaltinių,1,1,1
Aš  kaip projektų vadovas  noriu naudoti projekto rizikos analizės įrankius  kad galėčiau identifikuoti ir valdyti galimas rizikas,0,1,1
Aš  kaip programuotojas  noriu naudoti kodo optimizavimo įrankius  kad galėčiau pagerinti programos našumą,1,1,1
Aš  kaip testuotojas  noriu naudoti testavimo planavimo įrankius  kad galėčiau efektyviau organizuoti testavimo procesą,1,1,1
Aš  kaip duomenų bazės administratorius  noriu optimizuoti užklausas  kad pagerinčiau sistemos našumą,1,1,1
Aš  kaip IT saugumo specialistas  noriu atlikti saugumo auditą  kad užtikrinčiau sistemos saugumą,1,1,1
Aš  kaip sistemų administratorius  noriu sujungti skirtingas sistemas  kad jos veiktų kartu,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti Ganto diagramas  kad galėčiau sekti projekto eigą,1,1,1
Aš  kaip IT konsultantas  noriu teikti rekomendacijas dėl technologijų pasirinkimo  kad padėčiau klientams priimti sprendimus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti mikroservisų architektūrą  kad galėčiau kurti lankstesnes sistemas,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti debesų kompiuterijos sprendimus,1,0,1
Aš  kaip IT projektų vadovas  noriu naudoti Agile metodologiją  kad galėčiau greičiau reaguoti į pokyčius,1,1,1
Aš kaip IT palaikymo specialistas  noriu naudoti nuotolinio valdymo įrankius  kad galėčiau greitai spręsti vartotojų problemas,1,1,1
Aš  kaip IT architektas  noriu kurti sistemų architektūros planus  kad užtikrinčiau sistemų suderinamumą,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti Scrum metodologiją  kad galėčiau efektyviau valdyti projektus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti konteinerizacijos technologijas  kad galėčiau lengviau diegti programas,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti šifravimo technologijas  kad apsaugotų duomenis,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti virtualizacijos technologijas,1,0,1
Aš  kaip IT projektų vadovas  noriu naudoti Kanban lentas  kad galėčiau sekti užduočių vykdymą,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti CI/CD įrankius  kad galėčiau automatizuoti diegimo procesus,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti ugniasienes  kad apsaugotų tinklą nuo įsilaužimų,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo segmentaciją  kad padidintų tinklo saugumą,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projektų valdymo programinę įrangą  kad galėčiau efektyviau valdyti projektus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti REST API  kad galėčiau kurti sąveikias sistemas,1,1,1
Aš kaip IT saugumo specialistas noriu naudoti antivirusinę programinę įrangą  kad apsaugotų sistemas nuo kenkėjiškų programų,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo stebėjimo įrankius  kad galėčiau aptikti ir spręsti tinklo problemas,0,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projekto rizikos valdymo įrankius  kad galėčiau identifikuoti ir valdyti rizikas,0,1,1
Aš kaip programinės įrangos kūrėjas noriu naudoti GraphQL kad galėčiau kurti efektyvesnes API,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti saugumo informacijos ir įvykių valdymo sistemas  kad galėčiau stebėti ir analizuoti saugumo įvykius,0,1,0
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo virtualizaciją  kad galėčiau efektyviau valdyti tinklo išteklius,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projekto biudžeto valdymo įrankius  kad galėčiau kontroliuoti išlaidas,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti serverless architektūrą  kad galėčiau kurti skalabilias programas,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti daugiafaktorinę autentifikaciją  kad padidintų vartotojų paskyrų saugumą,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo saugumo įrankius  kad galėčiau apsaugoti tinklą nuo grėsmių,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projekto laiko valdymo įrankius  kad galėčiau efektyviau planuoti užduotis,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti NoSQL duomenų bazes  kad galėčiau valdyti didelius duomenų kiekius,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti saugumo politikos valdymo įrankius  kad galėčiau užtikrinti atitiktį saugumo standartams,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo optimizavimo įrankius  kad galėčiau pagerinti tinklo našumą,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projekto kokybės valdymo įrankius  kad galėčiau užtikrinti projekto kokybę,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti konteinerių orkestravimo įrankius  kad galėčiau valdyti konteinerių diegimą,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti saugumo mokymo programas  kad galėčiau šviesti darbuotojus apie saugumo grėsmes,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo prieigos kontrolės (NAC) sistemas  kad galėčiau valdyti prieigą prie tinklo,1,1,1
Aš  kaip IT projektų vadovas  noriu naudoti projekto dokumentacijos valdymo įrankius  kad galėčiau tvarkingai saugoti visą projekto informaciją,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti kodo kokybės analizės įrankius  kad galėčiau užtikrinti aukštą kodo kokybę,1,1,1
Aš kaip IT saugumo specialistas  noriu naudoti saugumo incidentų valdymo įrankius  kad galėčiau greitai reaguoti į saugumo incidentus,1,1,1
Aš kaip IT infrastruktūros specialistas  noriu naudoti tinklo našumo stebėjimo įrankius  kad galėčiau stebėti tinklo veikimą,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti saugumo testavimo įrankius  kad galėčiau aptikti saugumo spragas,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo konfigūracijos valdymo įrankius  kad galėčiau efektyviau valdyti tinklo nustatymus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti kodo optimizavimo įrankius  kad galėčiau pagerinti programos našumą,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti saugumo incidentų valdymo įrankius  kad galėčiau greitai reaguoti į saugumo incidentus,1,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo našumo stebėjimo įrankius  kad galėčiau stebėti tinklo veikimą,1,1,1
Aš  kaip IT palaikymo specialistas  noriu naudoti nuotolinio valdymo įrankius  kad galėčiau greitai spręsti vartotojų problemas,1,1,1
Aš kaip programinės įrangos kūrėjas  noriu naudoti konteinerizacijos technologijas  kad galėčiau lengviau diegti programas,1,1,0
Aš kaip IT saugumo specialistas  noriu naudoti šifravimo technologijas  kad apsaugotų duomenis,1,1,1
Aš kaip IT infrastruktūros specialistas  noriu naudoti virtualizacijos technologijas  kad galėčiau efektyviau valdyti išteklius,1,1,1
Aš kaip IT saugumo specialistas  noriu naudoti ugniasienes  kad apsaugotų tinklą nuo Ddos atakų ir kad neįsilaužtų,0,1,1
Aš kaip IT infrastruktūros specialistas  noriu naudoti tinklo segmentaciją  kad padidintų tinklo saugumą,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti antivirusinę programinę įrangą  kad mano kompiuteris būtų apsaugotas nuo virusų,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti optimizavimo įrankį,1,0,1
Aš  kaip projektų vadovas  noriu naudoti burndown diagramas  kad galėčiau sekti projekto progresą,1,1,1
Aš  kaip programuotojas  noriu naudoti kodo linting įrankius  kad galėčiau užtikrinti kodo stiliaus nuoseklumą,1,1,1
Aš  kaip testuotojas  noriu naudoti A/B testavimo įrankius  kad galėčiau palyginti skirtingas funkcijų versijas,1,1,1
Aš kaip el. parduotuvės vartotojas noriu turėti galimybę išsaugoti savo mėgstamus produktus,1,0,1
Aš  kaip sistemų administratorius  noriu naudoti automatizuotus diegimo įrankius  kad galėčiau greičiau ir lengviau diegti programinę įrangą,0,1,1
Aš  kaip projektų vadovas  noriu naudoti retrospektyvų įrankius  kad galėčiau analizuoti projekto eigą ir tobulinti procesus,0,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę palikti atsiliepimus apie produktus  kad galėčiau padėti kitiems vartotojams,1,1,1
Aš  kaip projektų vadovas  noriu naudoti projektų planavimo įrankius,1,0,1
Aš kaip testuotojas  noriu naudoti testavimo įrankius  kad galėčiau patikrinti senus ir naujus pakeitimaus ar nepažeidžia esamo funkcionalumo,0,1,0
Aš kaip galutinis vartotojas  noriu turėti galimybę gauti pranešimus apie atsiradusius produktus  kad galėčiau laiku pastebėti ir nusipirkti,0,1,1
Aš kaip verslo analitikas  noriu naudoti duomenų gavybos įrankius  kad galėčiau atrasti naudingą informaciją iš didelių duomenų rinkinių,1,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę matyti savo užsakymų istoriją  kad galėčiau lengvai sekti savo pirkimus,1,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę gauti nuolaidas ir specialius pasiūlymus  kad galėčiau sutaupyti pinigų,0,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę naudoti programėlę be interneto ryšio  kad galėčiau naudotis pagrindinėmis funkcijomis,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę naudoti programėlę keliose įrenginiuose,1,0,1
Aš  kaip projektų vadovas  noriu naudoti mobilios programėlės analitikos įrankį kad galėčiau matyti vartotojų skaičių,1,1,1
Aš  kaip programuotojas noriu naudoti kodo kokybės analizės įrankius  kad galėčiau užtikrinti tvarkingą kodo kokybę,1,1,1
Aš  kaip IT projektų vadovas noriu automatizuoti vartotojų poreikių kūrimą,1,0,1
Aš  kaip testuotojas  noriu naudoti Jenkins įrankį  kad galėčiau automatizuoti testavimo procesus,1,1,1
Aš  kaip sistemų architektas  noriu naudoti mikroservisų architektūrą  kad galėčiau kurti lengvai išplėčiamas sistemas,1,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę personalizuoti savo paskyrą  kad galėčiau naudotis programėlės funkcijomis pagal savo poreikius,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti Docker konteinerius  kad galėčiau greičiau diegti ir išbandyti programas,0,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo stebėjimo įrankius  kad galėčiau stebėti ir analizuoti tinklo našumą,0,1,1
Aš  kaip IT architektas  noriu sukurti suderinamas API  kad galėčiau užtikrinti sklandų sistemos veikimą,1,1,1
Aš  kaip projektų vadovas  noriu stebėti projekto biudžetą  kad galėčiau užtikrinti tinkamą išteklių paskirstymą,1,1,1
Aš  kaip testuotojas  noriu naudoti našumo testavimo įrankius  kad galėčiau patikrinti ir užfiksuoti sistemos atsaką esant dideliam apkrovimui,0,1,1
Aš  kaip galutinis vartotojas  noriu gauti pranešimus apie programos atnaujinimus  kad galėčiau pasinaudoti naujausiomis funkcijomis,1,1,1
Aš  kaip verslo analitikas  noriu sukurti interaktyvias ataskaitas  kad galėčiau lengviau pristatyti duomenis suinteresuotoms šalims,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti dvigubo faktoriaus autentifikaciją  kad užtikrinčiau aukštą paskyrų saugumą,1,1,1
Aš  kaip testuotojas  noriu naudoti saugumo testavimo įrankius  kad galėčiau aptikti pažeidžiamumus bei silpnas vietas sistemoje,0,1,0
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo konfigūracijos valdymo įrankius  kad galėčiau efektyviai valdyti tinklo nustatymus,1,1,1
Aš  kaip verslo analitikas noriu turėti galimybę susikurti JIRA sistemoje atsakymų šablonus,1,0,1
Aš  kaip IT saugumo specialistas  noriu atlikti saugumo auditą  kad galėčiau identifikuoti sistemų pažeidžiamumus ir grėsmes,0,1,1
Aš  kaip testuotojas  noriu naudoti regresijos testavimo įrankius  kad patikrintumėte  ar sistemos atnaujinimai nepažeidžia senų funkcijų,0,1,1
Aš  kaip projektų vadovas  noriu naudoti Agile metodologiją  kad galėčiau greičiau reaguoti į projekto pokyčius,1,1,1
Aš  kaip testuotojas  noriu naudoti testavimo planavimo įrankius  kad galėčiau efektyviau organizuoti testavimo procesus,1,1,1
Aš  kaip verslo analitikas noriu automatizuoti laiškų siuntimo procesą,1,0,1
Aš  kaip sistemų administratorius  noriu naudoti prieigos kontrolės įrankius  kad galėčiau užtikrinti tik teisėtą prieigą prie sistemų,1,1,1
Aš  kaip IT projektų vadovas noriu automatizuoti sistemų dokumentacijos atnaujinimą kad būtų pateikta tik naujausiai informacija apie sistemą,1,1,1
Aš  kaip testuotojas  noriu naudoti atlikimo testavimo įrankius  kad galėčiau nustatyti sistemos našumo ribas,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti nuotolinio derinimo įrankius  kad galėčiau dirbti komandoje su kitais programuotojais,1,1,1
Aš  kaip testuotojas noriu naudoti testavimo emuliatoriaus įrankį kad galėčiau atlikti testus ant įvairiausių įrenginių,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti SIEM sistemas  kad galėčiau stebėti ir analizuoti saugumo įvykius,0,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo valdymo įrankius  kad galėčiau užtikrinti tinklo stabilumą,1,1,1
Aš  kaip projektų vadovas  noriu naudoti Scrum metodologiją  kad galėčiau efektyviau valdyti komandos veiklą ir kurti susitikimus,0,1,1
Aš  kaip programuotojas  noriu naudoti duomenų bazių optimizavimo įrankius  kad galėčiau efektyviau atlikti darbą,1,1,1
Aš  kaip testuotojas  noriu naudoti Selenium įrankį  kad galėčiau atlikti automatizuotus UI testus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti automatizavimo įrankius  kad galėčiau pagreitinti ir pagerinti procesus,0,1,0
Aš  kaip verslo analitikas noriu automatizuoti ataskaitų kūrimą  kad suinteresuotos šalis gautų atnaujintas ir laiku ataskaitas,0,1,1
Aš  kaip galutinis vartotojas  noriu naudoti mobilią programėlę  kuri prisimins mano pastarąją vietą,1,0,1
Aš  kaip IT architektas  noriu naudoti debesų kompiuteriją,1,0,1
Aš kaip mobilios programėlės vartotojas noriu matyti receptus su detalia maistine informacija kad galėčiau planuoti savo mitybą pagal kalorijas ir maistines medžiagas,0,1,1
Aš kaip mobilios programėlės vartotojas noriu gauti pranešimą kai mano parkavimo laikas baigiasi kad išvengčiau baudų už viršytą laiką,1,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti artimiausias laisvas parkavimo vietas žemėlapyje kad greičiau surasčiau kur pastatyti automobilį,1,1,1
Aš kaip mobilios programėlės vartotojas noriu apmokėti už parkavimą tiesiogiai per programėlę,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę redaguoti lojalumo korteles,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę sudaryti pirkinių sąrašą  kad žinočiau ką reikės nupirkti,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu gauti el.kvitus už pirkinius į el. paštą  kad nereikėtų spausdinti popierinio,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę panaudoti sukauptus lojalumo taškus  kad galėčiau nusipirkti norimą pirkinį,1,1,1
Aš kaip verslo klientas  noriu per mobilia programėle paleisti reklamas  kad pritraukčiau daugiau klientų pirkti reklamuojamą prekę ar paslaugą,0,1,0
Aš kaip verslo klientas  noriu pakeisti plovyklų kainas ir aprašymus,0,0,0
Aš kaip verslo klientas  noriu uždrausti mobilioje programėlėje turėti kelias lojalumo korteles  kad vartotojai nekauptų taškų jose,1,1,0
Aš kaip verslo klientas  noriu mobilioje programėle rodyti kiekvienoje degalinėje degalų kainas,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti nusipirkti kelių vinjetę  kad nereikėtų važiuoti į degalinę,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu matyti kiekvienos degalinės darbo laiką ir telefono numerį,0,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasikeisti mobilios programėlės kalbą į anglų arba latvių kalbą,0,0,0
Aš kaip mobilios programėlės vartotojas  noriu matyti kiek turiu nusipirkęs vienkartinių automobilio plovimų  kad žinočiau jų kiekį ir iki kada galioja,0,1,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasirinkti pagrindinius rekvizitus  kad atsiskaitymo metu  nereikėtų keisti per nustatymus,1,1,1
Aš kaip verslo klientas  noriu mobilioje programėlėje pakeisti apmokėjimo procesą  kad atsiskaitymo metu vartotojui nekiltų nesklandumų,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu dalyvauti loterijoje,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš pirkdamas automobilio automatinę plovyklą  paskaityti plovimo aprašymą,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš panaudodamas automobilio automatinės plovyklos kuponą  pasirinkti plovyklus vartus  kad jie atsidarytų,1,1,1
